name,page,dob,status,gender
"Dunlop, Mr Maxwell Pollok",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1298,28 Jun 1876,Deceased,Male
"Dunn, Mr (Captain) William Fraser",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1308,02 Feb 1877,Deceased,Male
"Dunningham, Mr John Montgomery",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1398,21 Jan 1884,Deceased,Male
"Durack, Mr Ernest",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1376,10 Aug 1882,Deceased,Male
"Durick, Mr Vincent Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1748,03 Jan 1916,Deceased,Male
"Dwyer, Mr Daniel Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1226,05 Feb 1871,Deceased,Male
"Dwyer, Mr Kevin Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1732,19 Jul 1913,Deceased,Male
"Dyer, The Hon. Ronald David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1996,11 Apr 1943,,Male
"Eagar, Mr Geoffrey",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=469,17 Feb 1818,Deceased,Male
"Eales, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=635,01 Feb 1831,Deceased,Male
"Earl, Mr Clarence Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1727,03 Apr 1913,Deceased,Male
"Earp, Mr George Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1037,24 Jan 1858,Deceased,Male
"Easter, Mr Jack Stuart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1689,27 Nov 1907,Deceased,Male
"Ebden, Mr Charles Hotson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=367,01 Jan 1811,Deceased,Male
"Eckford, Mr Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1742,08 Nov 1814,Deceased,Male
"Edden, Mr Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=937,24 Nov 1850,Deceased,Male
"Edmunds, Mr Walter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1003,06 Jan 1856,Deceased,Male
"Edwards, Mr Garry Keith",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2207,06 Sep 1950,,Male
"Egan, Mr Daniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=295,01 Jan 1803,Deceased,Male
"Egan, The Hon. Michael Rueben",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2046,21 Feb 1948,,Male
"Eggins, Mr Eldred James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1602,07 Apr 1898,Deceased,Male
"Einfeld, The Hon. Sydney David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1697,17 Jun 1909,Deceased,Male
"Eliott, Mr Gilbert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=260,01 Jan 1796,Deceased,Male
"Elliott, Mr Hilton Oswald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1418,15 Jun 1885,Deceased,Male
"Ellis, Mr Eric James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1995,09 Dec 1942,,Male
"Ellis, Mr James Cole",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=801,01 Jan 1843,Deceased,Male
"Ellis, Sir Kevin (William Colin)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1690,15 May 1908,Deceased,Male
"Elwin, Mr Hastings",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=215,01 Jan 1776,Deceased,Male
"Ely, Mr William Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1210,07 Jun 1869,Deceased,Male
"Emanuel, Mr Samuel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=296,01 Jan 1803,Deceased,Male
"Enderbury, The Hon. Keith James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1927,26 Apr 1935,Deceased,Male
"Enticknap, The Hon. Ambrose George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1556,19 May 1894,Deceased,Male
"Erskine, Mr Robert Hamilton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1661,25 Jun 1905,Deceased,Male
"Erskine, Mr Thomas Reginald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1763,26 Mar 1917,Deceased,Male
"Eskell, Mr Stanley Louis Mowbray",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1772,04 Jan 1918,Deceased,Male
"Estell, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1078,20 Jun 1861,Deceased,Male
"Evans, Mr Austin William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2234,03 Jun 1968,,Male
"Evans, Mr Griffith Parry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1205,22 Mar 1869,Deceased,Male
"Evans, Mr Joseph George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=710,01 Jan 1837,Deceased,Male
"Evans, Mr Richard Kelynack",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1812,03 Apr 1922,Deceased,Male
"Evans, The Hon. Beryl Alice",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1811,25 Feb 1922,Deceased,Female
"Evatt, Mr Herbert Vere",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1554,30 Apr 1894,Deceased,Male
"Evatt, The Hon. Clive Raleigh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1621,06 Jun 1900,Deceased,Male
"Eve, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=711,28 Feb 1838,Deceased,Male
"Ewing, Sir Thomas Thomson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1015,09 Oct 1856,Deceased,Male
"Face, The Hon. Jack Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1994,02 Dec 1942,,Male
"Fahey, The Hon. John Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2015,10 Jan 1945,,Male
"Fairfax, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=303,25 Oct 1804,Deceased,Male
"Faithfull, Mr William Pitt",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=315,11 Oct 1806,Deceased,Male
"Falkiner, Mr Otway McLaurin",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1695,19 Apr 1909,Deceased,Male
"Falkingham, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1399,05 Feb 1884,Deceased,Male
"Fallick, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=967,02 May 1853,Deceased,Male
"Fallon, Dr Cyril Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1444,01 Jan 1887,Deceased,Male
"Fallon, Mr James Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=526,01 Jan 1823,Deceased,Male
"Fallon, Mr Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1366,23 Feb 1881,Deceased,Male
"Fardell, Mrs Dawn Elizabeth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2183,14 Sep 1947,,Female
"Farleigh, Mr John Gibson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1072,01 Jan 1861,Deceased,Male
"Farnell, Mr Frank",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1108,10 Sep 1862,Deceased,Male
"Farnell, Mr James Squire",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=554,25 Jun 1825,Deceased,Male
"Farrar, Mr Ernest Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1329,03 Feb 1879,Deceased,Male
"Faruqi, Dr Mehreen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=101,08 Jul 1963,,Female
"Faucett, Mr Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=391,01 Jan 1813,Deceased,Male
"Fawcett, Mr Charles Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=392,01 Jan 1813,Deceased,Male
"Fazio, The Hon. Amanda Ruth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2155,23 Aug 1954,,Female
"Fegan, The Hon. John Lionel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1083,01 Jan 1862,Deceased,Male
"Fell, Mr David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1203,09 Mar 1869,Deceased,Male
"Fell, Mr William Scott",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1174,20 Jul 1866,Deceased,Male
"Ferguson, Mr David Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=840,16 Oct 1844,Deceased,Male
"Ferguson, Mr John Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1645,31 May 1903,Deceased,Male
"Ferguson, Mr Laurie Donald Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2073,07 Jul 1952,,Male
"Ferguson, Mr William John (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1053,05 Sep 1859,Deceased,Male
"Ferguson, Mr William John (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1524,14 Nov 1891,Deceased,Male
"Ferguson, The Hon. (Jack) Laurie John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1840,04 Sep 1924,Deceased,Male
"Fergusson, Mr William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=151,,Deceased,Male
"Fern, Mr Charles Stuart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1406,01 Oct 1884,Deceased,Male
"Ferris, Lieutenant-Colonel William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=985,01 Jan 1855,Deceased,Male
"Ficarra, Ms Marie Ann",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2123,25 Mar 1954,,Female
"Fife, The Hon. Wallace Clyde",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1890,02 Oct 1929,Deceased,Male
"Finch, Mr Charles Wray",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=338,01 Jan 1809,Deceased,Male
"Fingleton, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1303,07 Dec 1876,Deceased,Male
"Finnan, Mr Francis Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1594,23 Sep 1897,Deceased,Male
"Firth, The Hon. Verity Helen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2194,28 Aug 1973,,Female
"Fischer, Mr Timothy Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2023,03 May 1946,Deceased,Male
"Fisher, Mr Colin Murray",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1820,23 Jan 1923,Deceased,Male
"Fisher, Mrs Marie Claire",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1903,09 Jun 1931,Deceased,Female
"Fitzgerald, Mr John Daniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1106,11 Jun 1862,Deceased,Male
"Fitzgerald, Mr Joseph John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1449,12 Feb 1887,Deceased,Male
"Fitzgerald, Mr Raymond Leo",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1333,27 Jul 1879,Deceased,Male
"Fitzgerald, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=323,01 Jun 1807,Deceased,Male
"Fitzgerald, Mr Robert George Dundas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=872,05 Jan 1846,Deceased,Male
"Fitzpatrick, Mr Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=448,16 Dec 1816,Deceased,Male
"Fitzpatrick, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=694,10 Jun 1835,Deceased,Male
"Fitzpatrick, The Hon. John Charles Lucas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1100,15 Feb 1862,Deceased,Male
"FitzSimons, Major Herbert Paton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1608,25 Nov 1898,Deceased,Male
"FitzSimons, Mr William Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1224,26 Nov 1870,Deceased,Male
"Flaherty, Mr James Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1832,12 Dec 1923,Deceased,Male
"Flanagan, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1466,11 Jul 1888,Deceased,Male
"Flannery, Mr Martin Matthew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1426,13 Dec 1885,Deceased,Male
"Fleck, Dr Claude Cropton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1484,11 Jun 1889,Deceased,Male
"Fleming, Mr William Montgomerie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1264,19 May 1874,Deceased,Male
"Fletcher, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=676,01 Aug 1834,Deceased,Male
"Flett, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=360,01 Apr 1810,Deceased,Male
"Flood, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=308,24 Jun 1805,Deceased,Male
"Flowers, Mr Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1136,04 Mar 1864,Deceased,Male
"Flowers, Mr John Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2204,14 Jan 1954,,Male
"Foley, Mr Luke Aquinas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=52,27 Jun 1970,,Male
"Folster, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1551,27 Mar 1894,Deceased,Male
"Foot, Mrs Rosemary Irene",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1937,02 Apr 1936,,Female
"Forbes, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=152,,,Male
"Forbes, Sir Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=222,01 Jan 1784,Deceased,Male
"Ford, Mr George Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1688,10 Oct 1907,Deceased,Male
"Ford, Mr Leslie Hunter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1758,19 Jan 1917,Deceased,Male
"Forlonge, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=368,01 Jan 1811,Deceased,Male
"Forster, Mr Robert Henry Mariner",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=461,01 Jan 1818,Deceased,Male
"Forster, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=477,16 Oct 1818,Deceased,Male
"Forsyth, Mr Archibald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=562,10 Mar 1826,Deceased,Male
"Forsythe, The Hon. Patricia",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2072,01 Mar 1952,,Female
"Fosbery, Mr Edmund Walcott",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=672,06 Feb 1834,Deceased,Male
"Foster, Mr John Leslie Fitzgerald Vesey",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=476,19 Aug 1818,Deceased,Male
"Foster, Mr William Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1155,29 Aug 1865,Deceased,Male
"Foster, Mr William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=634,13 Jan 1831,Deceased,Male
"Foster, Sir William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=153,,,Male
"Fowler, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=769,13 Jul 1840,Deceased,Male
"Fowler, Mrs Lilian",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1452,07 Jun 1887,Deceased,Female
"Fowles, Mr Howard Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1548,24 Jan 1894,Deceased,Male
"Fox, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1431,11 Feb 1886,Deceased,Male
"Fraser, Mr Andrew Raymond Gordon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=5,19 Dec 1952,,Male
"Fraser, Mr Augustus Ryan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=154,,Deceased,Male
"Fraser, Mr Colin Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=155,,Deceased,Male
"Fraser, Mr Donald Stewart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1561,01 Jan 1895,Deceased,Male
"Fraser, Ms Dawn",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1947,04 Sep 1937,,Female
"Frazer, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=572,01 Jan 1827,Deceased,Male
"Freeman, Dr Derek David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1837,16 May 1924,Deceased,Male
"Freeman, Mr John Stanley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1560,08 Nov 1894,Deceased,Male
"Freeman, Mr Ross Buchanan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2036,25 Feb 1947,,Male
"Fremlin, Mr Alfred Reginald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=642,01 Jan 1832,Deceased,Male
"French, The Hon. (Barney) Henry Bernard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1815,07 Aug 1922,Deceased,Male
"Freudenstein, The Hon. George Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1808,26 Dec 1921,Deceased,Male
"Frith, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1388,11 Jun 1883,Deceased,Male
"Fulford, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=774,01 Jan 1841,Deceased,Male
"Fuller, Sir George Warburton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1075,22 Jan 1861,Deceased,Male
"Fuller, Sir John Bryan Munro",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1767,22 Sep 1917,Deceased,Male
"Furley, Mrs Mabel Eileen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1654,13 Mar 1904,Deceased,Female
"Furolo, Mr Robert Anthony",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2197,23 Jul 1969,,Male
"Gabb, The Hon. Kenneth George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2060,04 Dec 1949,,Male
"Gadiel, The Hon. Tanya Rachelle",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2172,21 Nov 1972,,Female
"Gale, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=639,17 Apr 1831,Deceased,Male
"Gallacher, The Hon. Michael Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=4,27 Sep 1961,,Male
"Gamack, Mr Radford Baird",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1585,01 Jan 1897,Deceased,Male
"Gannon, Mr JohnThomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=611,01 Jan 1830,Deceased,Male
"Gannon, The Hon. James Conley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1054,11 Oct 1859,Deceased,Male
"Gardiner, Mr Albert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1184,30 Jul 1867,Deceased,Male
"Gardiner, Mr Arthur Rowland",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1294,14 Mar 1876,Deceased,Male
"Gardiner, Mr John Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1684,25 May 1907,Deceased,Male
"Gardiner, Mr Joseph Reuben",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1326,01 Jan 1879,Deceased,Male
"Gardiner, The Hon. (Jenny) Jennifer Ann",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2217,16 Oct 1950,,Female
"Garland, Mr Charles Launcelot",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=969,01 Jan 1854,Deceased,Male
"Garland, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=400,13 Aug 1813,Deceased,Male
"Garland, The Hon. (Jack) John Davis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1813,08 Apr 1922,Deceased,Male
"Garland, The Hon. John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1109,17 Sep 1862,Deceased,Male
"Garran, Mr Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=557,15 Nov 1825,Deceased,Male
"Garrard, Mr Jacob",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=870,01 Jan 1846,Deceased,Male
"Garrett, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=304,01 Jan 1805,Deceased,Male
"Garrett, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=623,15 Jul 1830,Deceased,Male
"Garvan, Mr James Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=807,02 May 1843,Deceased,Male
"Gaudry, Mr Bryce James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1993,23 Nov 1942,Deceased,Male
"Gay, The Hon. Duncan John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1,02 May 1950,,Male
"Gee, Mr Andrew Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=70,13 Sep 1968,,Male
"George, Mr Eden",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1113,18 Sep 1863,Deceased,Male
"George, The Hon. Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=11,15 Jan 1949,,Male
"Geraghty, Mr James Leo",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1576,01 Jan 1896,Deceased,Male
"Geraghty, Mr Walter James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1660,25 May 1905,Deceased,Male
"Gibb, Mr William James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1375,25 Jun 1882,Deceased,Male
"Gibbes, Colonel John George Nathaniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=228,30 Mar 1787,Deceased,Male
"Gibbes, Mr Frederick Jamison",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=755,31 Oct 1839,Deceased,Male
"Gibson, Mr Paul Bernard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2124,19 Jan 1944,,Male
"Gilbert, Mr Owen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1193,01 Jan 1868,Deceased,Male
"Giles, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=156,,,Male
"Gill, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=536,15 Sep 1823,Deceased,Male
"Gillies, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=831,06 Mar 1844,Deceased,Male
"Gillies, Mr Robert Towers",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1289,01 Jan 1876,Deceased,Male
"Glachan, Mr Ian Doric",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1923,15 Sep 1934,Deceased,Male
"Glasgow, Mr Carl Frederick Spencer",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1384,02 Apr 1883,Deceased,Male
"Gleeson, Mr Thomas Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1566,28 May 1895,Deceased,Male
"Goldfinch, Sir Philip Henry Macarthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1400,13 Apr 1884,Deceased,Male
