name,number,bio
Mr Dale Last,3933801190,"
    
        
    
        
            Electorate
            Burdekin -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.dalelast.com.au/ 
    
    
    
    
        Contact details
    

        
        


Electorate Office AddressShop 30 Centrepoint Arcade, Queen StreetAYR QLD 4807

Phone: (07) 4767 0500Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for Natural Resources and Mines: 15 Dec 2017
Shadow Minister for Northern Queensland: 15 Dec 2017

		
    
        Past:
Shadow Minister for Agriculture, Fisheries and Forestry: 10 May 2016 - 14 Dec 2017
Member, Parliamentary Crime and Corruption Committee: 18 Feb 2016 - 10 May 2016
Member, Utilities, Science and Innovation Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Police officer, Councillor and Deputy Mayor of Townsville City Council, Area Director of EMQ, Regional Manager delivering remote jobs and communities program on Palm Island.

    
   
        
            Official Awards:  National Medal, National Police Service Medal 
        
            Community Activity:  Member of Townsville Enterprise, Ayr and Home Hill Chamber of Commerce, Member Bowen / Collinsville Enterprise 
        
            Local Government Service:  Councillor and Deputy Mayor of Townsville City Council 2008-2012 
        
    

    Personal
     
            
               Birth Date: 
            
                25 February 1964 (Bundaberg, Queensland, Australia)
            
        
            
               Education: 
            
                Avondale Primary School, North Bundaberg State High School, Central Queensland University
            
        



    Additional Information
    
            Notes:  Personal interests: health and fitness, gardening, fishing. 
        


"
Mr John-Paul Langbroek,3319466242,"
    
        
    
        
            Electorate
            Surfers Paradise -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            7 February 2004Previous RepresentationSurfers Paradise - LIB (7 Feb 2004 - 8 Sep 2008)
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.jplangbroek.com.au/ 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 80ISLE OF CAPRI QLD 4217

Electorate Office AddressSuite 1 Level 1, Building 1 Capri on Via RomaISLE OF CAPRI QLD 4217

Phone: (07) 5600 2100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for the 2032 Olympic and Paralympic Games Candidature: 13 Aug 2019
Shadow Minister for Sport and Racing and Shadow Minister for Multicultural Affairs: 15 Dec 2017

		
    
        Past:
Shadow Minister for the Commonwealth Games: 15 Dec 2017 - 13 Aug 2019
Shadow Minister for Health and Ambulance Services and Shadow Minister for the Commonwealth Games: 10 May 2016 - 14 Dec 2017
Deputy Opposition Leader, Shadow Treasurer and Shadow Minister for Commonwealth Games: 20 Feb 2015 - 6 May 2016
 Minister for Education, Training and Employment: 3 Apr 2012 - 2015
Minister for Science, Information Technology, Innovation and the Arts: 15 Feb 2013 - 20 Feb 2013
Member, Legal Affairs and Police, Corrective Services and Emergency Services Committee: 16 Jun 2011 - 19 Feb 2012
Shadow Minister for Police, Corrective Services and Emergency Services: 11 Apr 2011 - 19 Feb 2012
Member, Committee of the Legislative Assembly: 2011 - 2011
Shadow Minister for the Arts and Multicultural Affairs: 29 Nov 2010 - 11 Apr 2011
Leader of the Opposition: 3 Apr 2009 - 22 Mar 2011
Leader of the Liberal National Party: 3 Apr 2009 - 22 Mar 2011
Member, Standing Orders Committee: 23 Apr 2009 - 29 Nov 2010
Shadow Minister for the Arts: 6 Apr 2009 - 29 Nov 2010
Shadow Minister for Education and Skills and Shadow Minister for the Arts: 12 Aug 2008 - 5 Apr 2009
Leader of Opposition Business: 30 Sep 2008 - 21 Mar 2009
Member, Speaker's Advisory Committee: 26 Feb 2008 - 20 Mar 2009
Member, Standing Orders Committee: 11 Nov 2008 - 20 Mar 2009
Member, Public Accounts Committee: 11 Oct 2006 - 20 Mar 2009
Member, Estimates Committee B: 2008 - 2008
Member, Committee of the Legislative Assembly: 27 Mar 2015 - 2008
Member, Review of Organ and Tissue Donation Procedures Select Committee: 12 May 2008 - 28 Oct 2008
Shadow Minister for Health: 21 Sep 2006 - 12 Aug 2008
Secretary, Parliamentary Liberal Party: 17 Feb 2004 - 12 Aug 2008
Member, Estimates Committee B: 2007 - 2007
Member, Health Quality and Complaints Commission Select Committee: 1 Jul 2007 - 15 Nov 2007
Member, Estimates Committee A: 2006 - 2006
Shadow Minister for Employment and Training: 8 Aug 2006 - 21 Sep 2006
Shadow Minister for Racing: 28 Sep 2005 - 21 Sep 2006
Member, Public Accounts Committee: 18 Mar 2004 - 15 Aug 2006
Shadow Minister for Public Works and Housing: 28 Sep 2005 - 8 Aug 2006
Member, Estimates Committee C: 2005 - 2005
Liberal Party Spokesperson for Education and the Arts, Police and Corrective Services, Public Works, Housing and Racing, and Natural Resources, Mines and Energy: 17 Feb 2004 - 27 Sep 2005
Member, Estimates Committee C: 2004 - 2004



    
		
        Career
    
	

        Prior to election Dental Surgeon in Ashmore and Surfers Paradise since February 1987. 

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                31 January 1961 (Assen, The Netherlands)
            
        
            
               Family: 
            
                Married to Stacey (3 children)
            
        
            
               Education: 
            
                Bachelor of Dental Science (Hons) 1983 (University of Queensland). 
            
        



    Additional Information
John-Paul is a Member of the:  Main Beach Association Inc.; Parliamentary Friends of Cricket; Gold Coast Turf Club (Honorary Member); Main Beach Progress Association Inc.; Gold Coast and Hinterland Historical Society Inc.; Parliamentary Friends of Surf Life Saving Qld; Parliamentary Friends of Rugby League; Royal Commonwealth Society Queensland; and Australian Study of Parliament Group.
John-Paul is also honoured to be the: Vice President of the Broadbeach Surf Life Saving Club; Vice Patron of the Surfers Paradise Surf Life Saving Club Inc.; Honorary Vice President of the Kurrawa Surf Life Saving Club Inc.; Patron of the Gold Coast City Wind Orchestra; Patron of the PCYC Gold Coast Branch; Patron of SLSQ South Coast Branch; Patron of the Surfers Paradise Brass Band; the Co-Patron of the Surfers Paradise Bridge Club; and Patron, Gold Coast Italo-Australian Club June (2017-).

    


"
Mr Jon Krause,1642712805,"
    
        
    
        
            Electorate
            Scenic Rim -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            24 March 2012Previous RepresentationBeaudesert - LNP (24 Mar 2012 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.jonkrause.com.au/index.php 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 656BEAUDESERT QLD 4285

Electorate Office Address91 Brisbane StreetBEAUDESERT QLD 4285

Phone: (07) 5515 1100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Deputy Chair, State Development, Tourism, Innovation and Manufacturing Committee: 21 May 2020
		
    
        Past:
Deputy Chair,  Innovation, Tourism Development and Environment Committee: 26 Feb 2018 - 20 May 2020
Member, Innovation, Tourism Development and Environment Committee: 15 Feb 2018 - 25 Feb 2018
Shadow Minister for Tourism, Sport and Racing: 10 May 2016 - 2017
Member, Legal Affairs and Community Safety Committee: 25 May 2017 - 24 Nov 2017
Member, Legal Affairs and Community Safety Committee: 27 Mar 2015 - 24 Nov 2017
Deputy Chair, Legal Affairs and Community Safety Committee: 24 Feb 2016 - 25 May 2017
Member, Health and Community Services Committee: 7 Aug 2013 - 6 Jan 2015
Temporary Chair of Committees: 20 Jun 2012 - 6 Jan 2015
Member, Parliamentary Crime and Misconduct Committee: 27 Nov 2012 - 21 Nov 2013
Member, Agriculture, Resources and Environment Committee: 18 May 2012 - 12 Feb 2013



    
		
        Career
    
	

        Prior to election to Parliament, a solicitor in private practice and in-house at a large Australian financial institution.

    
   
        
            Community Activity:  Member, Boonah Show Society, Rotary Club of Boonah.  
        
    

    Personal
     
            
               Birth Date: 
            
                12 March 1981
            
        
            
               Family: 
            
                Married (3 children)
            
        
            
               Education: 
            
                Bachelor of Laws (Hons) and Bachelor of Commerce (Accounting), both from the University of Queensland.
            
        



    
    


"
Mr Shane Knuth,3780599856,"
    
        
    
        
            Electorate
            Hill -  View Map (.pdf)
        
        
            Party
            Katter's Australian Party (KAP)
        
            Date of Election
            7 February 2004Previous RepresentationDalrymple - KAP (31 Oct 2011 - 24 Nov 2017) Dalrymple - LNP (22 Mar 2009 - 30 Oct 2011) Charters Towers - LNP (10 Sep 2008 - 21 Mar 2009) Charters Towers - NP (7 Feb 2004 - 9 Sep 2008)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 1667ATHERTON QLD 4883

Electorate Office AddressSilo Shopping Centre, Silo RoadATHERTON QLD 4883

Phone: (07) 4235 7100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Business Committee [Cross-bench nominee]: 3 Sep 2018
Member, Committee of the Legislative Assembly: 15 Feb 2018

		
    
        Past:
Member, Infrastructure, Planning and Natural Resources Committee: 27 Mar 2015 - 24 Nov 2017
Member, Coal Workers’ Pneumoconiosis Select Committee: 15 Sep 2016 - 24 Nov 2017
Member, Committee of the Legislative Assembly: 2 Jun 2015 - 18 Feb 2016
Parliamentary Whip, Katter's Australian Party: 29 Nov 2012 - 30 Jan 2015
Member, Agriculture, Resources and Environment Committee: 18 May 2012 - 6 Jan 2015
Member, Economic Development Committee: 23 Apr 2009 - 16 Jun 2011
Assisting the Leader in North Queensland: 29 Oct 2007 - 5 Apr 2009
Shadow Minister for Mines and Energy: 21 Sep 2006 - 29 Jan 2008
Member, Estimates Committee D: 2007 - 2007
Member, Select Committee on Travelsafe: 19 Aug 2004 - 15 Aug 2006
Member, Estimates Committee F: 2005 - 2005
Parliamentary Secretary to the Shadow Minister for Northern Development: 28 Sep 2005 - 7 Nov 2005
Shadow Minister for Communities and Disabilities: 8 Mar 2004 - 27 Sep 2005



    
		
        Career
    
	

         Prior to election to State Parliament, Railway Welder - Queensland Rail, Owner small Pastoral Property. Community Involvement - Teen Challenge; Future Farmers; Lions Club; Church and Disability Support Groups; Toastmasters; Chamber of Commerce; Land Care; Futures Group; Charters Towers Rugby League; Thornborough College Past Students Association.

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                7 September 1966 (Tully, Queensland)
            
        
            
               Family: 
            
                Married - Heather (4 children)
            
        



    
    


"
Mr Shane King,3441651661,"
    
        
    
        
            Electorate
            Kurwongbah -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationKallangur - ALP (31 Jan 2015 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 39NARANGBA QLD 4504

Electorate Office AddressShop 4, 232 Young RoadNARANGBA QLD 4504

Phone: (07) 3448 9100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Chair, Transport and Public Works Committee: 15 Feb 2018
		
    
        Past:
Member, Parliamentary Crime and Corruption Committee: 15 Feb 2018 - 4 Mar 2019
Chair, Public Works and Utilities Committee: 14 Feb 2017 - 24 Nov 2017
Chair, Transportation and Utilities Committee: 18 Feb 2016 - 14 Feb 2017
Chair, Utilities, Science and Innovation Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - Electrician, Maintenance Planner, Construction Site Supervisor, Electrical Inspector, Senior Site Facilitator.

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                 (Brisbane, Queensland, Australia)
            
        
            
               Education: 
            
                Electrical Fitter/Mechanic EFM. Certificate IV Training & Assessment TAA. Certificate IV Workplace Health and Safety. Certificate IV Frontline Management. Executive Certificate Health and Hygiene
            
        



    
    


"
Mr Joseph (Joe) Kelly,1230118149,"
    
        
    
        
            Electorate
            Greenslopes -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 536COORPAROO LPO QLD 4151

Electorate Office AddressShop 3, Coorparoo Vill Shopping Centre358 Old Cleveland RoadCOORPAROO QLD 4151

Phone: (07) 3414 2100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Chair, Ethics Committee: 15 Feb 2018
Temporary Speaker: 15 Feb 2018

		
    
        Past:
Member, Transport and Public Works Committee: 20 Feb 2020 - 21 Apr 2020
Member, Parliamentary Crime and Corruption Committee: 29 Nov 2016 - 14 Feb 2018
Chair, Agriculture and Environment Committee: 14 Feb 2017 - 24 Nov 2017
Member, Coal Workers’ Pneumoconiosis Select Committee: 15 Sep 2016 - 14 Jun 2017
Member, Health, Communities, Disability Services and Domestic Family Violence Prevention Committee: 18 Feb 2016 - 29 Nov 2016
Member, Health and Ambulance Services Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - Clinical Nurse, Union Official, Manager, Non-profit organisations, volunteer coordinator.

    
   
        
            Community Activity:  Greenslopes State School P&C, Coorparoo 5 Neighbourhood Watch, Norman Ck Catchment Committee N4C, Queensland Nurses' Union, Australasian Rehabilitation Nurses' Association, Amnesty International, Greening Australia. 
        
    

    Personal
     
            
               Birth Date: 
            
                1 March 1970 (Brisbane, Queensland, Australia)
            
        
            
               Education: 
            
                Certificate of Nursing (RN).  Advanced Diploma of Business (ADipBus). Graduate Certificate of Health Economics (GradCertHealthEcon)
            
        



    
    


"
Mr Robert (Robbie) Katter,3968359730,"
    
        
    
        
            Electorate
            Traeger -  View Map (.pdf)
        
        
            Party
            Katter's Australian Party (KAP)
        
            Date of Election
            24 March 2012Previous RepresentationMount Isa - KAP (24 Mar 2012 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 1968MOUNT ISA QLD 4825

Electorate Office AddressMt Isa Trades & Labour Council, 74 Camooweal StreetMOUNT ISA QLD 4825

Phone: (07) 4730 1100Fax: (07) 4730 1109Email: [email protected]


Electorate Office AddressStock Exchange Arcade, 2/76 Mosman StreetCHARTERS TOWERS QLD 4820

Phone: (07) 4787 2139Fax: Email: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Transport and Public Works Committee: 15 Feb 2018
		
    
        Past:
Member, Agriculture and Environment Committee: 27 Mar 2015 - 24 Nov 2017
Member, State Development, Infrastructure and Industry Committee: 18 May 2012 - 6 Jan 2015



    
		
        Career
    
	

        Prior to election Property Valuer, Mine Worker. 

    Party Positions: (KAP) Parliamentary Secretary. 29 Nov 2012 - 
  Community Activity:  Board Member, Laura Johnson Home (Aged Care Facility); Board Member, Southern Gulf Catchments.  
        
            Local Government Service:  Served on Mount Isa City Council since March 2008.  
        
    

    Personal
     
            
               Birth Date: 
            
                3 March 1977 (Townsville)
            
        
            
               Education: 
            
                Bachelor of Applied Science (Property Economics), Queensland University of Technology.
            
        



    
    


"
Hon Kate Jones,4209461404,"
    
        
    
        
            Electorate
            Cooper -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationAshgrove - ALP (31 Jan 2015 - 24 Nov 2017) Ashgrove - ALP (9 Sep 2006 - 23 Mar 2012)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 15168CITY EAST  QLD  4002

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3719 7530Fax: n/aEmail: SEE ADDITIONAL INFORMATION BELOW
        

Electorate Office AddressShop 2, 230 Waterworks RoadASHGROVE QLD 4060

Phone: (07) 3554 9100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for State Development, Tourism and Innovation: 11 May 2020
		
    
        Past:
Minister for Innovation and Tourism Industry Development and Minister for Cross River Rail: 20 Sep 2019 - 10 May 2020
Minister for Innovation and Tourism Industry Development and Minister for the Commonwealth Games: 12 Dec 2017 - 19 Sep 2019
Minister for Education and Minister for Tourism, Major Events and the Commonwealth Games: 10 Feb 2017 - 11 Dec 2017
Minister for Education and Minister for Tourism and Major Events: 8 Dec 2015 - 10 Feb 2017
Minister for Education and Minister for Tourism, Major Events, Small Business and the Commonwealth Games: 16 Feb 2015 - 8 Dec 2015
Minister for Environment and Resource Management: 21 Feb 2011 - 22 Jun 2011
Minister for Climate Change and Sustainability: 26 Mar 2009 - 21 Feb 2011
Deputy Government Whip: 11 Oct 2007 - 25 Mar 2009
Member, Scrutiny of Legislation Committee: 11 Oct 2006 - 21 Mar 2009
Chair, Estimates Committee G: 2008 - 2008
Member, Broadcast of Parliament Select Committee: 14 Feb 2008 - 30 May 2008
Member, Estimates Committee C: 2007 - 2007
Temporary Speaker/Deputy Speaker: 11 Oct 2006 - 9 Oct 2007



    
		
        Career
    
	

        Senior Media Advisor, Minister for Public Works and Racing (Hon Robert Schwarten MP); Advisor, Queensland Treasurer (Hon David Hamill); Temporary Organiser, ALP State Office

    Party Positions: (ALP) Vice-President, Ashgrove SEC.  - 

 (ALP) Secretary, Ashgrove Branch.  - 

 (ALP) Vice-President, The Gap MEC.  - 

 (ALP) Delegate, State Conference.  - 

 (ALP) Member, Women’s Policy Committee.  - 

Personal
     
            
               Birth Date: 
            
                10 April 1979 (Brisbane, Queensland, Australia)
            
        
            
               Education: 
            
                Bachelor of Arts – Journalism (QUT); Commenced studying Masters In Public Administration (QUT)
            
        



    Additional Information
Ministerial Office Email Addresses:[email protected][email protected][email protected]
    
            Notes:  Member, Australian Services Union; Amnesty International; World Vision; Fred Hollows’ Foundation. Patron, The Gap State High School; Ashgrove Historical Society; Ashgrove Meals on Wheels; The Gap Community Association. Member, Save Our Waterways Now Inc (SOWN). Interests – Australian history, cinema, sport, singing, cooking and collecting English fine china. 
        
            Publications:  Queensland Parliament, Members List, Biography, http://www.parliament.qld.gov.au/ 
        


"
Mr David Janetzki,1452802487,"
    
        
    
        
            Electorate
            Toowoomba South -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            16 July 2016
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 3005TOOWOOMBA QLD 4350

Electorate Office AddressSuite 2, Commercial Union Arcade566 Ruthven StreetTOOWOOMBA QLD 4350

Phone: (07) 4602 3100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Attorney-General: 15 Dec 2017
Shadow Minister for Justice: 15 Dec 2017

		
    
        Past:
Deputy Opposition Whip: 12 Oct 2017 - 14 Dec 2017
Member, Finance and Administration Committee: 14 Feb 2017 - 24 Nov 2017
Member, Communities, Disability Services and Domestic and Family Violence Prevention Committee: 22 Aug 2016 - 14 Feb 2017



    
		
        Career
    
	

        Lawyer, senior banking manager, company director and university lecturer.

    
   
        
            Community Activity:  Opera Queensland Limited (Director), Empire Theatres Foundation (Deputy Chairman), Purpose Enterprises Limited (Director). 
        
            Local Government Service:  Chairman (independent), Southern Downs Regional Council Audit and Risk Management Committee. 
        
    

    Personal
     
            
               Birth Date: 
            
                28 June 1978 (Toowoomba)
            
        
            
               Family: 
            
                Married (3 children)
            
        
            
               Education: 
            
                Bachelor of Economics (BEcon) UQ; Bachelor of Laws (Hons) (LLB) UQ; Associate in Music (Piano) (A.Mus. A) AMEB.
            
        



    
    


"
Mr Martin (Marty) Hunt,1226169161,"
    
        
    
        
            Electorate
            Nicklin -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 122NAMBOUR QLD 4560

Electorate Office AddressShop 3, 51 Currie StreetNAMBOUR QLD 4560

Phone: (07) 5406 4100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Assistant Minister for Treasury: 28 Apr 2020
Member, Health, Communities, Disability Services and Domestic and Family Violence Prevention Committee: 15 Feb 2018

		
        Career
    
	

        Queensland Police Officer 1988-2017

    
   
        
            Community Activity:  Branch Manager PCYC Nambour 2000-2017 
        
    

    Personal
     
            
               Birth Date: 
            
                12 February 1970 (Windsor, New South Wales)
            
        
            
               Education: 
            
                Certificate IV - Small Business Management
            
        



    Additional Information
    
            Notes:  Personal interests: musician - piano/keyboards; fishing; rugby league. 
        


"
Ms Jennifer Howard,3895516698,"
    
        
    
        
            Electorate
            Ipswich -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 52BOOVAL QLD 4304

Electorate Office Address125 Brisbane RoadBOOVAL QLD 4304

Phone: (07) 3447 2100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Assistant Minister for Veterans' Affairs and Assistant Minister of State: 12 Dec 2017
		
    
        Past:
Assistant Minister of State Assisting the Premier: 11 Nov 2016 - 11 Dec 2017
Assistant Minister for Local Government: 8 Dec 2015 - 11 Nov 2016
Chair, Agriculture and Environment Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - Electorate Officer, Veterinary Nurse, Small Business Owner.

    
   
        
            Community Activity:  Executive Member of Ipswich Women's Development Network Inc. Zonta International. 
        
    

    Personal
     
            
               Birth Date: 
            
                12 July 1965 (Mackay, Queensland, Australia)
            
        
            
               Education: 
            
                JP (Qualified)
            
        



    Additional Information
Jennifer was elected the Member for Ipswich on 31st January 2015.  
She was appointed Chair of the Agriculture and Environment Parliamentary Committee by the Premier in March 2015.
Jennifer has lived in Ipswich for over 30 years.  She raised her two children here and co-ran a local business before moving into roles in State and Federal Government. She has been active around the community as a Justice of the Peace (Qualified) since 2001 and working with school P&Cs, sporting club committees and local community and seniors groups.  In 2005, Jennifer played a pivotal role in the establishment of the Ipswich Women’s Development Network, a not-for-profit organisation which provides an annual scholarship to a local female student at the former UQ Ipswich campus.  Jennifer is also a member of the Zonta Club of Ipswich and, until November 2015, was a member of the National Executive of the Australian Labor Party.
Jennifer has a passion for the Arts and for yoga.  She enjoys walking, reading and spending time with family.
    


"
Hon Stirling Hinchliffe,1236262867,"
    
        
    
        
            Electorate
            Sandgate -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationStafford - ALP (9 Sep 2006 - 23 Mar 2012)
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.stirlinghinchliffe.com/ 
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 15009CITY EAST   QLD   4002

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3719 7560Fax: n/aEmail: [email protected]
        
Electorate Office Postal AddressPO Box 496SANDGATE QLD 4017

Electorate Office AddressShop 2 Fifth AvenueSANDGATE QLD 4017

Phone: (07) 3639 9100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Local Government, Minister for Racing and Minister for Multicultural Affairs: 12 Dec 2017
		
    
        Past:
Leader of the House: Feb 2015 - 11 Dec 2017
Member, Committee of the Legislative Assembly: 27 Mar 2015 - 24 Nov 2017
Minister for Transport and the Commonwealth Games: 8 Dec 2015 - 6 Feb 2017
Assistant Minister of State Assisting the Premier: 16 Feb 2015 - 8 Dec 2015
Minister for Employment, Skills and Mining: 21 Feb 2011 - 26 Mar 2012
Member, Committee of the Legislative Assembly (Deputy Premier's nominee): 19 Mar 2011 - 23 Mar 2012
Member, Select Committee of the Legislative Assembly: 10 May 2011 - 18 May 2011
Minister for Infrastructure and Planning: 26 Mar 2009 - 21 Feb 2011
Parliamentary Secretary to the Deputy Premier and Minister for Infrastructure and Planning: 13 Sep 2007 - 20 Mar 2009
Member, Broadcast of Parliament Select Committee: 14 Feb 2008 - 30 May 2008
Member, Estimates Committee D: 2007 - 2007
Member, Health Quality and Complaints Commission Select Committee: 1 Jul 2007 - 15 Nov 2007
Parliamentary Secretary to the Minister for Communities, Minister for Disability Services Queensland, Minister for Aboriginal and Torres Strait Islander Partnerships, Minister for Seniors and Youth: 30 Jan 2007 - 13 Sep 2007
Parliamentary Secretary to the Minister for Communities, Disability Services, Seniors and Youth: 1 Nov 2006 - 30 Jan 2007
Chair, Members’ Ethics and Parliamentary Privileges Committee: 11 Oct 2006 - 1 Nov 2006
Temporary Speaker/Deputy Speaker: 11 Oct 2006 - 1 Nov 2006



    
		
        Career
    
	

        Prior to election - business development manager, property industry analyst, policy manager, executive officer 

    Party Positions: (ALP) Various positions within the Craigslea Branch, Stafford and the Stafford State Electoral Council and the Petrie Federal Electoral Council.  - 

 (ALP) Current State Conference Delegate (since 1994).  - 

 (ALP) Member, State Administrative Committee and Rules Committee.  - 

 (ALP) National Secretary, Australian Young Labor (1995).  - 

  Other Seats:  Stafford 
        
            Community Activity:  Northside Wizards Basketball, Einbunpin Festival, SANDBAG, Sandgate State School P&C 
        
    

    Personal
     
            
               Birth Date: 
            
                23 November 1970 (Dalby, Queensland)
            
        
            
               Family: 
            
                Married (3 children)
            
        
            
               Education: 
            
                Craigslea State School; Craigslea State High School; Brisbane CAE; Bachelor of Arts (UQ) (BA)
            
        



    Additional Information
    
            Notes:  Personal interests: Social and political history, reading, all sport (especially basketball, cricket and rugby league) 
        
            Sources:  Hinchliffe, S., 'Planning's important role in Queensland's future', Council Leader, Dec 2010/Jan 2011, 8. 
        


"
Mr Michael Healy,566313827,"
    
        
    
        
            Electorate
            Cairns -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 4737CAIRNS QLD 4870

Electorate Office Address46-50 Spence StreetCAIRNS QLD 4870

Phone: (07) 4229 0110Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Education, Employment and Small Business Committee: 15 Feb 2018
		
        Career
    
	

        Group Director of Sales and Marketing at Quicksilver Group for 13 years; worked in the tourism sector for over 25 years - previously as General Manager Marketing of Down Under Tours and Sales Manager Hilton Hotels.

    
   
        
            Community Activity:  Chairman of Access Community Housing where he served on the board for 5 years before being appointed as Chairman in 2012. 
        
    

    Personal
     
            
               Birth Date: 
            
                3 August 1964 (Sydney, New South Wales)
            
        
            
               Family: 
            
                Married (2 children)
            
        
            
               Education: 
            
                Australian Institute of Directors Course
            
        
            
               Religion: 
            
                Catholic
            
        



    Additional Information
    
            Notes:  Personal interests: tennis; reading history; swimming. 
        


"
