name,number,personal,everything
"Marriott,  George Henry ",/2398240939,"
    
            Birth Date: 5 September 1885 (Brooyar, Queensland, Australia)
            
Death Date: 24 September 1964 (Chermside, Queensland, Australia)  
            
Parents: George Henry Marriott and Helen  (nee McKay) 
            Family: Annie Julia Olufson on 23 July 1910, 4 daughters 
             
            
Education: Kolo Primary School 
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 5 September 1885 (Brooyar, Queensland, Australia)
            
Death Date: 24 September 1964 (Chermside, Queensland, Australia)  
            
Parents: George Henry Marriott and Helen  (nee McKay) 
            Family: Annie Julia Olufson on 23 July 1910, 4 daughters 
             
            
Education: Kolo Primary School 
            Religion: Church of England 
            
     
    
    
    Career
        Organiser, South Queensland Branch and Assoc. representative on Brisbane Trades and Labour Council; Secretary, Brisbane Sub-branch, Federated Engine Drivers and Firemen's Association, until 1927; Employee, Brisbane City Council Powerhouse
        
        Party Positions:
 (ALP) Member, Queensland Central ExecutiveLocal Government Service: Foundation Councillor, Balmoral Shire Council
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Bulimba
                2 Apr 1938
                3 Nov 1941
                
            Assembly 
                INDL
                Bulimba
                3 Nov 1941
                29 Apr 1950
                
            

    

      Additional Information
    Notes: Foundation Member, Bulimba Kindergarten Committee; Member, Church of England Diocesan Synod; Vice-President and Executive, Medical Aid to Russia and Anglo-Russian Associations, 1941 to 1942; Freemason; Treasurer, Cannon Hill School of Arts
    
    Sources: The Worker, 'Forfeited their A.L.P. membership', 11 Nov 1941; Lack, Clem, Three Decades of Queensland Political History, 1929-1960 (Brisbane: Government Printer, 1962), pp. 194-195; Queensland Parliamentary Debates, First session of the 28th Parliament, Vol. CLXXII, 25 Aug 1938, pp. 150-153 (Brisbane, Qld: Government Printer); Emmerson, G., Queensland Parliamentary Library, Research Report: Former Member for Bulimba: George Marriott 1938-1950, 7 Jun 2005; Waterson, DB and John Arnold, A Biographical Register of the Queensland Parliament: 1930-1980, (Canberra: ANU Press, 1982)

    [Last Modified: Friday, 18 August 2017]


"
"Castling,  William Joseph ",/2399765082,"
    
            Birth Date: 1838 (North Allerton, Yorkshire, England)
            
Death Date: 7 June 1906 (Townsville, Queensland, Australia)  
            
Parents: Robert Castling and Jane (nee Haw) 
            Family: Mary Townsend in Townsville on 11 November 1872, 5 sons, 4 daughters 
             
             
            
Religion: Wesleyan 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1838 (North Allerton, Yorkshire, England)
            
Death Date: 7 June 1906 (Townsville, Queensland, Australia)  
            
Parents: Robert Castling and Jane (nee Haw) 
            Family: Mary Townsend in Townsville on 11 November 1872, 5 sons, 4 daughters 
             
             
            
Religion: Wesleyan 
            
     
    
    
    Career
        Worked on gold fields in Dalrymple, Queensland in 1863; Purchased half share in Townsville wholesale butchery, 1876; By 1880, Johnson & Castling, wholesale and retail butchers, employed 40 people
        
        
        
        
        Local Government Service: Alderman, Townsville City Council
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                MIN
                Townsville
                21 Mar 1896
                11 Mar 1899
                
            

    

      Additional Information
    Notes: Member, Townsville Building Society, the Fire Brigade Board and the Chamber of Commerce; Trustee of the Townsville Grammar School
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg: 65089; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Palaszczuk, Hon Heinrich  (Henry)",/2403134183,"
    
            Birth Date: 12 January 1947 (Germany)
               
            
Parents: Hipolit Palaszczuk and Ludwika (nee Boba) 
            Family: 4 daughters 
             
            
Education: Darr Canvent; St Edmunds Ipswich; Kelvin Grove Teachers College; Queensland University 
            Religion: Roman Catholic 
            Relationship to Politician: Henry's daughter Annastacia is the Member for Inala, 2006-
     ","
     Personal
    
        
    
    
            Birth Date: 12 January 1947 (Germany)
               
            
Parents: Hipolit Palaszczuk and Ludwika (nee Boba) 
            Family: 4 daughters 
             
            
Education: Darr Canvent; St Edmunds Ipswich; Kelvin Grove Teachers College; Queensland University 
            Religion: Roman Catholic 
            Relationship to Politician: Henry's daughter Annastacia is the Member for Inala, 2006-
     
    
    
    Career
        Schoolteacher 
        
        Party Positions:
 (ALP) Secretary, Opposition Primary Industry Committee in 45th Parliament
 (ALP) Campaign Director, Brisbane Municipal Campaign 1985, 1988, 1991 and 1994
 (ALP) Campaign Director, Rankin Federal Divisional Electorate, 1990 and 1993
 (ALP) Delegate, ALP State Conference, 1984, 1988, 1992 and 1994
 (ALP) Secretary, Inala Branch ALP, 1980 - 1987
 (ALP) President, Inala Metropolitan Executive Committee, 1982 - 1986
 (ALP) President, Archerfield Electorate Executive Committee, 1982 - 1986
 (ALP) President, Rankin Federal Divisional Executive, 1984 - 1986
 (ALP) Member, Ministerial Legislative Committees: Health; Tourism; Environment; Valuation and Administrative Services; National Parks; Sport; the Arts, 1984 - 1989
 (ALP) Delegate, ALP State Council, 1984 - 1991
 (ALP) Member, Ministerial Legislative Committees: Treasury; Primary Industries, Sep 1992 - Jul 1995
 (ALP) Member, Ministerial Legislative Committees: Treasury; Police and Corrective Services; Minerals and Energy, Sep 1995 - Feb 1996
Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Archerfield
                19 May 1984
                19 Sep 1992
                By-election
            Assembly 
                ALP
                Inala
                19 Sep 1992
                9 Sep 2006
                Did not contest
            
		
       Speeches:  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                Minister for Natural Resources and Mines and Minister Assisting the Premier on Water 
                
7 Aug 2006
                
13 Sep 2006
            Minister for Natural Resources, Mines and Water 
                
2 Feb 2006
                
7 Aug 2006
            Minister for Natural Resources and Mines 
                
28 Jul 2005
                
2 Feb 2006
            Minister for Primary Industries and Fisheries 
                
12 Feb 2004
                
28 Jul 2005
            Minister for Rural Communities 
                
16 Dec 1999
                
12 Feb 2004
            Minister for Primary Industries 
                
29 Jun 1998
                
12 Feb 2004
            Shadow Minister for Primary Industries 
                
7 Oct 1997
                
26 Jun 1998
            Member, Estimates Committee E 
                
4 Jun 1997
                
8 Jul 1997
            Shadow Minister for Natural Resources, Rural Communities and Multicultural and Ethnic Affairs 
                
17 Dec 1996
                
7 Oct 1997
            Member, Estimates Committee E 
                
3 Sep 1996
                
8 Oct 1996
            Shadow Minister for Natural Resources and Multicultural and Ethnic Affairs 
                
27 Feb 1996
                
17 Dec 1996
            Member, Standing Orders Committee 
                
15 Sep 1995
                
17 Apr 1996
            Member, Select Committee for Members' Interests 
                
10 Nov 1992
                
20 Jun 1995
            Chairman of Committees  
                
10 Mar 1992
                
1 Apr 1996
            Member, Parliamentary Service Commission 
                
10 Mar 1992
                
14 Jul 1995
            Member, Library Advisory Committee 
                
1 Mar 1992
                
31 Jul 1995
            Delegate to 21st Pacific and Australian Regional CPA Conference 
                
1991
                
            Member of Parliamentary Trade Delegation to South East Asia 
                
1990
                
            Deputy Government Whip 
                
1 Mar 1990
                
10 Mar 1992
            Deputy Chairman, Public Works Committee; and Member, Library Advisory Committee 
                
1 Jan 1989
                
31 Dec 1989
            Member, Printing Committee 
                
1 Jan 1987
                
31 Dec 1989
            Member, Select Committee of Privileges 
                
1 Jan 1986
                
31 Dec 1989
            Additional Information
    Notes: Interests include photographing scenes of rural Queensland, reading for recreation, keen follower of all major sports
    
    Sources: Image sourced from the collection of the Queensland Parliamentary Library and Research Service

    [Last Modified: Wednesday, 30 August 2017]


"
"Sullivan,  Terry  ",/2403952062,"
    
            Birth Date: 6 February 1949 (Brisbane, Queensland, Australia)
               
            
Parents: Keith James Sullivan and Veronica Magdalene (nee Gilroy) 
            Family: Patricia Mary Bartlett on 5 January 1976, 4 sons, 1 daughter 
             
            
Education: St Agatha's, Clayfield; St Columban's College, Albion Heights; Bachelor of Education 
            Religion: Roman Catholic 
            
     ","
     Personal
    
        
    
    
            Birth Date: 6 February 1949 (Brisbane, Queensland, Australia)
               
            
Parents: Keith James Sullivan and Veronica Magdalene (nee Gilroy) 
            Family: Patricia Mary Bartlett on 5 January 1976, 4 sons, 1 daughter 
             
            
Education: St Agatha's, Clayfield; St Columban's College, Albion Heights; Bachelor of Education 
            Religion: Roman Catholic 
            
     
    
    
    Career
        School teacher in non-government schools specialising in lower secondary area; Former member, Council of Queensland Association for Teachers and Independent Schools (QATIS); QATIS nominee on the Board of Teacher Education 
        
        Party Positions:
 (ALP) Member of the Australian Labor Party since 1981
 (ALP) Member, Minsterial Legislative Committees: Education, Arts, Health, Public Works, Housing, Racing, Transport, Main Roads, Child Safety, Communities, Disability Services and Seniors, from 1 Oct 2004
 (ALP) Member, Minsterial Legislative Committee: Aboriginal and Torres Strait Islander Policy, from 1 October 2004
 (ALP) Member, Minsterial Legislative Committees: Education; Health; Families, ATSI Policy and Disability Services; Innovation and Information Technology, from March 2001
 (ALP) Member, Minsterial Legislative Committees: Transport and Main Roads; Education; Families, Youth and Community Care and Disability Services; Health, July 1998 to January 2001
 (ALP) Member, Minsterial Legislative Committees: Health, May 1991 to February 1996
 (ALP) Member, Minsterial Legislative Committees: Education; Transport; Family and Community Services, September 1995 to February 1996
 (ALP) Member, Minsterial Legislative Committee: Family Services and Aboriginal and Islander Affairs, from 1991 to 1995
 (ALP) Member, Minsterial Legislative Committees: Education; Police, from 1991 to 1992
 (ALP) Member, Minsterial Legislative Committees: Deputy Premier's; Business, Industry and Regional Development, from 1992 to 1995
 (ALP) Member, Shadow Ministerial Legislative Committees: Education; Families, Youth and Community Care; Transport; Health, February 1996 to June 1998
 (ALP) State Conference Delegate (Lilley Division)
 (ALP) Branch President and Branch Secretary (Chermside Kedron Branch)
 (ALP) Delegate to local Party Units (Federal Electoral Council, State Electoral Council and Municipal Electoral Council)
 (ALP) Campaign Committee member and Campaign Director for local, state and federal campaigns
Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Nundah
                18 May 1991
                19 Sep 1992
                By-election
            Assembly 
                ALP
                Chermside
                19 Sep 1992
                17 Feb 2001
                
            Assembly 
                ALP
                Stafford
                17 Feb 2001
                9 Sep 2006
                Did not contest
            
		
       Speeches:  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                Member, Estimates Committee D 
                
22 Jun 2000
                
21 Aug 2000
            Chairman, Estimates Committee D 
                
15 Sep 1998
                
19 Oct 1998
            Government Whip 
                
30 Jul 1998
                
9 Sep 2006
            Member, Select Committee on Travelsafe 
                
30 Jul 1998
                
23 Jan 2001
            Deputy Chairman, Select Committee on Travelsafe 
                
2 Apr 1996
                
19 May 1998
            Deputy Opposition Whip 
                
20 Feb 1996
                
19 May 1998
            Member, Select Committee on Travelsafe 
                
15 Sep 1995
                
2 Apr 1996
            Deputy Government Whip 
                
7 Sep 1995
                
19 Feb 1996
            Member, Estimates Committee B 
                
31 Mar 1995
                
13 Jun 1995
            Member, Estimates Committee B 
                
28 Apr 1994
                
23 Jun 1994
            Member, Public Works Committee 
                
10 Nov 1992
                
20 Jun 1995
            Additional Information
    Notes: Interests include photography, philately and sports. Member, Queensland Irish Association and various local community groups
    
    Sources: Image sourced from the collection of the Queensland Parliamentary Library and Research Service

    [Last Modified: Wednesday, 10 October 2018]


"
"Kilburn,  Steven  (Steve)",/241108781,"
    
            Birth Date: 31 January 1963 (Brisbane, Queensland, Australia)
               
            
Parents: Robert James Kilburn and Kay 
            Family:  3 daughters 
             
            
Education: Nhulunbuy Area School; Electrical Fitter Mechanic Trade, RAN; Diploma of Public Safety (Firefighting); Diploma of Training and Assessment 
             
            
     ","
     Personal
    
        
    
    
            Birth Date: 31 January 1963 (Brisbane, Queensland, Australia)
               
            
Parents: Robert James Kilburn and Kay 
            Family:  3 daughters 
             
            
Education: Nhulunbuy Area School; Electrical Fitter Mechanic Trade, RAN; Diploma of Public Safety (Firefighting); Diploma of Training and Assessment 
             
            
     
    
    
    Career
        Aviation Firefighter; Firefighter, Queensland Fire and Rescue
        
        
        
        
        
        Military Service: Navy - Full Time (1980-1989); Navy Reserve (1992-2009)
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Chatsworth
                21 Mar 2009
                23 Mar 2012
                
            
		
       Speeches:  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                Member, Industry, Education, Training and Industrial Relations Committee 
                
16 Jun 2011
                
19 Feb 2012
            Member, Law, Justice and Safety Committee 
                
23 Apr 2009
                
16 Jun 2011
            Member, Legal, Constitutional and Administrative Review Committee 
                
23 Apr 2009
                
23 May 2009
            Additional Information
    Notes: Member, Retired Firefighters’ Association; Interests - Music, Politics
    
    Sources: Image sourced from the collection of the Queensland Parliamentary Library and Research Service; Queensland Parliament, Members List, Biography, http://www.parliament.qld.gov.au/

    [Last Modified: Tuesday, 8 August 2017]


"
"Macartney, Sir Edward Henry ",/2416794024,"
    
            Birth Date: 24 January 1863 (Holywood, County Down, Ireland)
            
Death Date: 24 February 1956 (Brisbane, Queensland, Australia)  
            
Parents: William Isaac Macartney and Henrietta (nee Dare) 
            Family: Caroline Tottenham Lucas Cardew on 4 July 1888 at Brisbane, 2 sons 
             
            
Education: Holywood, Enniskillen, Gracehill and Dublin schools 
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 24 January 1863 (Holywood, County Down, Ireland)
            
Death Date: 24 February 1956 (Brisbane, Queensland, Australia)  
            
Parents: William Isaac Macartney and Henrietta (nee Dare) 
            Family: Caroline Tottenham Lucas Cardew on 4 July 1888 at Brisbane, 2 sons 
             
            
Education: Holywood, Enniskillen, Gracehill and Dublin schools 
            Religion: Church of England 
            
     
    
    
    Career
        Staff, Queensland National Bank at Maryborough, Ipswich, Normanton and Townsville branches; Articled clerk, Brisbane and Maryborough, 1885 to 1891; Notary public, 1894; Chairman Director, National Bank of Australasia
        
        
        Official Awards: Knighted 1930
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                MIN
                Toowong
                24 Nov 1900
                27 Aug 1904
                
            Assembly 
                OPP
                Toowong
                27 Aug 1904
                5 Feb 1908
                
            Assembly 
                MIN
                Brisbane North
                2 Oct 1909
                15 Sep 1911
                
            Assembly 
                MIN
                Toowong
                16 Sep 1911
                22 May 1915
                
            Assembly 
                LIB
                Toowong
                22 May 1915
                15 Mar 1918
                
            Assembly 
                NAT
                Toowong
                16 Mar 1918
                9 Oct 1920
                
            

    
            Parliamentary Service
            Description
                      From
                      To                
                Secretary for Public Lands 
                
7 Feb 1911
                
11 Dec 1912
            Additional Information
    Notes: Director, Brisbane Newspaper Co; Director, Australian Mutual Provident Society; Director, Finney Isles & Co; Member, Queensland Club; President, Brisbane Golf Club
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg: 94527; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001); Johnston, W Ross, 'Macartney, Sir Edward Henry (1863-1956)', Australian Dictionary of Biography, Volume 10, Melbourne University Press, 1986, pp200-201; Hughes, Colin A and BD Graham, Voting for the Queensland Legislative Assembly 1890-1964, (Canberra: ANU, Department of Political Science, 1974)

    


"
"Blakeney,  Charles William ",/242093976,"
    
            Birth Date: 15 July 1802 (Cooltigue Castle, County Roscommon, Ireland)
            
Death Date: 12 January 1876 (Brisbane, Queensland, Australia)  
            
Parents: Thomas Blakeney and Alicia (nee Newcome) 
            Family: Ellen Frances Jeffries at Blarney Castle, County Cork in 1826, 2 sons, 1 daughter 
             
            
Education: Private education; Trinity College, Dublin 
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 15 July 1802 (Cooltigue Castle, County Roscommon, Ireland)
            
Death Date: 12 January 1876 (Brisbane, Queensland, Australia)  
            
Parents: Thomas Blakeney and Alicia (nee Newcome) 
            Family: Ellen Frances Jeffries at Blarney Castle, County Cork in 1826, 2 sons, 1 daughter 
             
            
Education: Private education; Trinity College, Dublin 
            Religion: Church of England 
            
     
    
    
    Career
        Called to London Bar, 1831; Barrister in Ireland, 1836; Judge of Northern Circuit Court of Moreton Bay, 1859; First judge of the Western District Court, 1865-1875
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                Town Of Brisbane
                11 May 1860
                25 Nov 1865
                
            

    
            Parliamentary Service
            Description
                      From
                      To                
                Chairman of Committees 
                
12 Jun 1861
                
22 May 1863
            Additional Information
    
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg:187046; Bell, Jacqueline, 'Blakeney, Charles William (1802-1876)', Australian Dictionary of Biography, V.3, Melbourne University Press, 1969; Waterson, DB, Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    [Last Modified: Tuesday, 20 June 2017]


"
"Campbell,  William Henry ",/2425148468,"
    
            Birth Date: 18 July 1846 (Jersey, Channel Islands)
            
Death Date: 17 June 1919 (Barcaldine, Queensland, Australia)  
            
Parents: Charles Stewart Campbell and Elizabeth Charlotte (nee Dale) 
            Family: Lucy Neale on 28 January 1879 at Barcaldine, 1 son and 2 daughters 
             
            
Education: Bluecoat School (Christ's Hospital, London) 
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 18 July 1846 (Jersey, Channel Islands)
            
Death Date: 17 June 1919 (Barcaldine, Queensland, Australia)  
            
Parents: Charles Stewart Campbell and Elizabeth Charlotte (nee Dale) 
            Family: Lucy Neale on 28 January 1879 at Barcaldine, 1 son and 2 daughters 
             
            
Education: Bluecoat School (Christ's Hospital, London) 
            Religion: Church of England 
            
     
    
    
    Career
        Journalist, Sydney and Melbourne 'Argus'; Staff, 'Cooktown Herald', 1873; Founder, Blackall newspaper, 1874; Founder, 'Western Champion', 1879; Member, Barcaldine Divisional Board, 1896-1906
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Council 
                NONE
                Legislative Council
                12 Jul 1906
                17 Jun 1919
                Died in Office
            

    

      Additional Information
    Notes: Interested in drawing. Enthusiastic about all sports as evident in his position as handicapper for racing clubs. Chairman, Royal Commission appointed to inquire into matters relating to the meat industry in Queensland, 1913 
    
    Sources: Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    [Last Modified: Friday, 4 August 2017]


"
"Wakefield,  Hiram  ",/2427199938,"
    
            Birth Date: 7 May 1837 (Bristol, England)
            
Death Date: 25 June 1905 (Brisbane, Australia)  
            
Parents: James Hiram and Hannah 
            Family: Margaret Brich on 29 March 1861, 3 sons, 4 daughters 
             
            
Education: Bristol, England 
            Religion: Methodist 
            
     ","
     Personal
    
        
    
    
            Birth Date: 7 May 1837 (Bristol, England)
            
Death Date: 25 June 1905 (Brisbane, Australia)  
            
Parents: James Hiram and Hannah 
            Family: Margaret Brich on 29 March 1861, 3 sons, 4 daughters 
             
            
Education: Bristol, England 
            Religion: Methodist 
            
     
    
    
    Career
        1857 successful Brisbane iron importing and plumbing business; 1877 invested 2000 pounds into Townsville ice works; President Queensland Master Plumbers Association;  Chairman Brisbane Permanent Building Society
        
        
        
        
        Local Government Service: Alderman, Brisbane City Council; Alderman, Sandgate 1881, Mayor 1887-88
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                Moreton
                13 May 1885
                17 May 1888
                By-election
            

    

      Additional Information
    
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg:164326; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Gulley,  Reg  ",/2427325087,"
    
            Birth Date: 1969 (Gayndah, Queensland, Australia)
               
            
Parents: Donnelly Bruce Gulley and Jannigje Maayke (nee Ossedryver) 
            Family: Jodi-ann Hooper on 4 July 1992, 3 daughters 
             
            
Education: Morningside State School; Currumbin State School; Palm Beach-Currumbin State High School; Hervey Bay Senior College; University of Queensland; BComm (UQ), CPA 
            Religion: Christian 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1969 (Gayndah, Queensland, Australia)
               
            
Parents: Donnelly Bruce Gulley and Jannigje Maayke (nee Ossedryver) 
            Family: Jodi-ann Hooper on 4 July 1992, 3 daughters 
             
            
Education: Morningside State School; Currumbin State School; Palm Beach-Currumbin State High School; Hervey Bay Senior College; University of Queensland; BComm (UQ), CPA 
            Religion: Christian 
            
     
    
    
    Career
        Prior to election, Accountant and Business Manager
        
        
        
        Community Activity: Member of a Murrumba Downs Church
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                LNP
                Murrumba
                24 Mar 2012
                30 Jan 2015
                
            
		
       Speeches: Inaugural |  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                 Member, Finance and Administration Committee  
                
18 May 2012
                
6 Jan 2015
            Additional Information
    Notes: Interests include: cycling and state forest camping
    
    Sources: Image sourced from the collection of the Queensland Parliament

    [Last Modified: Tuesday, 11 July 2017]


"
"Yeates,  Herbert  ",/243331236,"
    
            Birth Date: 31 January 1879 (Don River, Bowen, Queensland, Australia)
            
Death Date: 24 December 1945 (Brisbane, Queensland, Australia)  
            
Parents: Sidney Yeates and Dymphna Maria  (nee Cudmore) 
            Family: Margaret Ann McNeil Tolmie on 11 April 1906 in Toowoomba, 6 sons (1 son dec.) 
             
            
Education: Privately educated at 'Boondoon' station, Adavale Queensland 
            Religion: Presbyterian 
            
     ","
     Personal
    
        
    
    
            Birth Date: 31 January 1879 (Don River, Bowen, Queensland, Australia)
            
Death Date: 24 December 1945 (Brisbane, Queensland, Australia)  
            
Parents: Sidney Yeates and Dymphna Maria  (nee Cudmore) 
            Family: Margaret Ann McNeil Tolmie on 11 April 1906 in Toowoomba, 6 sons (1 son dec.) 
             
            
Education: Privately educated at 'Boondoon' station, Adavale Queensland 
            Religion: Presbyterian 
            
     
    
    
    Career
        Managing Director, automobile agency, until 1945; Established firm of Yeates Bros with brother; Stock and station agent,  Toowoomba, 1900
        
        
        
        
        Local Government Service: Alderman, Toowoomba City Council, 1936
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                CP
                East Toowoomba
                2 Apr 1938
                24 Dec 1945
                Died in Office
            

    

      Additional Information
    Notes: Member, Toowoomba Ambulance Committee, 1902-1904 and 1906-1945. Chairman, Toowoomba Ambulance Committee, 1936-1943. Chairman, 1923-1929 and Member, Chamber of Commerce. President, Real Estate Institute of Toowoomba; Committee Management and Hon. Treasurer, St Stephen's Presbyterian Church, Toowoomba, 1913-1945
    Publications: Yeates, H., Darling Downs Gazette, 'Travels in New Zealand', 1908 to 1909
    Sources: Imaged sourced from 'Morning Bulletin', 9 Dec 1922, p.7; Queensland Parliamentary Debates, Motion of Condolence, Second session of the 30th Parliament, Vol. CLXXXVII, 12 Mar 1946, pp. 1919-1920 (Brisbane, Qld: Government Printer); Waterson, DB and John Arnold, A Biographical Register of the Queensland Parliament: 1930-1980, (Canberra: ANU Press, 1982)

    [Last Modified: Wednesday, 12 July 2017]


"
"Armfield,  Thomas Gummersal ",/2434917489,"
    
            Birth Date: 1851 (Suffolk, England)
            
Death Date: 21 April 1931 (Kogarah, New South Wales, Australia)  
            
Parents: George Armfield and Rachel Louie (nee White) 
            Family: Margaret Theresa Campbell in 1877 at Albury, New South Wales, 1 son, 2 daughters 
             
             
            
Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1851 (Suffolk, England)
            
Death Date: 21 April 1931 (Kogarah, New South Wales, Australia)  
            
Parents: George Armfield and Rachel Louie (nee White) 
            Family: Margaret Theresa Campbell in 1877 at Albury, New South Wales, 1 son, 2 daughters 
             
             
            
Religion: Church of England 
            
     
    
    
    Career
        Coachsmith; Established Coachmakers' Union, 1879; President, Workers' Political Organisation, Bundaberg
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Musgrave
                22 May 1915
                9 Oct 1920
                
            

    

      Additional Information
    
    
    Sources: Image source The Appeal to the People. (1920, September 23). Worker (Brisbane, Qld. : 1890 - 1955), p. 12. Retrieved October 31, 2018, from http://nla.gov.au/nla.news-article71049393; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001); Hughes, Colin A and BD Graham, Voting for the Queensland Legislative Assembly 1890-1964 (Canberra: ANU, Department of Political Science, 1974)

    [Last Modified: Wednesday, 31 October 2018]


"
