politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q1689055,+1914-10-04T00:00:00Z,Q47002,+2003-10-12T00:00:00Z,Q11796986,+1975-06-06T00:00:00Z,+1975-07-02T00:00:00Z,NA,Q23333,Q6916542,NA,0
Q1689055,+1914-10-04T00:00:00Z,Q47002,+2003-10-12T00:00:00Z,Q6865979,+1972-12-19T00:00:00Z,+1974-12-11T00:00:00Z,NA,Q444481,Q23333,NA,0
Q1689055,+1914-10-04T00:00:00Z,Q47002,+2003-10-12T00:00:00Z,Q6865883,+1972-12-19T00:00:00Z,+1973-10-09T00:00:00Z,NA,Q20886,Q23333,NA,0
Q1699172,+1875-08-15T00:00:00Z,Q260317,+1914-12-09T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1914-12-09T00:00:00Z,Q2973455,Q4722791,Q6253670,NA,0
Q1699172,+1875-08-15T00:00:00Z,Q260317,+1914-12-09T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q1699474,+1933-06-30T00:00:00Z,Q17856,+2008-04-08T00:00:00Z,Q6865883,NA,NA,NA,NA,NA,NA,0
Q1699474,+1933-06-30T00:00:00Z,Q17856,+2008-04-08T00:00:00Z,Q6814428,+1974-05-18T00:00:00Z,+1993-03-31T00:00:00Z,Q56649112,Q1639334,NA,NA,0
Q1700035,+1945-01-10T00:00:00Z,Q23661,NA,Q13527950,+1992-06-24T00:00:00Z,+1995-04-04T00:00:00Z,NA,Q541217,Q3339751,38,0
Q1700035,+1945-01-10T00:00:00Z,Q23661,NA,Q18912794,+1996-03-02T00:00:00Z,+2001-11-10T00:00:00Z,Q2973728,Q7143427,Q5106827,NA,0
Q1700035,+1945-01-10T00:00:00Z,Q23661,NA,Q19202748,+1984-03-24T00:00:00Z,+1996-02-01T00:00:00Z,Q5355963,Q7171603,NA,NA,0
Q1700698,+1937-11-21T00:00:00Z,Q2348677,NA,Q18912794,+1972-12-02T00:00:00Z,+1975-12-13T00:00:00Z,Q2973728,Q6828506,Q6173310,NA,0
Q1700698,+1937-11-21T00:00:00Z,Q2348677,NA,Q18912794,+1978-09-23T00:00:00Z,+1993-12-22T00:00:00Z,Q2973901,Q982227,Q23333,NA,0
Q1700698,+1937-11-21T00:00:00Z,Q2348677,NA,Q2390270,+1991-06-04T00:00:00Z,+1991-12-08T00:00:00Z,NA,Q7288278,Q269372,NA,0
Q1700698,+1937-11-21T00:00:00Z,Q2348677,NA,Q6865888,+1991-12-09T00:00:00Z,+1991-12-27T00:00:00Z,NA,Q5593180,Q304561,NA,0
Q1700698,+1937-11-21T00:00:00Z,Q2348677,NA,Q6865745,+1983-03-11T00:00:00Z,+1991-06-03T00:00:00Z,NA,Q1400580,Q7176113,NA,0
Q1708668,+1863-04-28T00:00:00Z,Q1774403,+1933-02-05T00:00:00Z,Q6814428,+1917-07-01T00:00:00Z,+1923-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q1708668,+1863-04-28T00:00:00Z,Q1774403,+1933-02-05T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1917-03-26T00:00:00Z,Q5284493,Q6829425,NA,NA,0
Q1708668,+1863-04-28T00:00:00Z,Q1774403,+1933-02-05T00:00:00Z,Q19202748,+1894-07-17T00:00:00Z,+1901-06-11T00:00:00Z,Q5355033,Q19975444,NA,NA,0
Q1708668,+1863-04-28T00:00:00Z,Q1774403,+1933-02-05T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q1708668,+1863-04-28T00:00:00Z,Q1774403,+1933-02-05T00:00:00Z,Q6814428,+1925-11-14T00:00:00Z,+1929-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q17285485,+1961-02-12T00:00:00Z,Q34932,NA,Q6814428,+2014-07-01T00:00:00Z,+2019-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q1737400,+1944-11-21T00:00:00Z,Q3130,NA,Q6865821,+2003-10-07T00:00:00Z,+2006-01-27T00:00:00Z,NA,Q6740586,Q454233,NA,0
Q1737400,+1944-11-21T00:00:00Z,Q3130,NA,Q6865857,+2001-11-26T00:00:00Z,+2003-10-07T00:00:00Z,NA,Q348577,Q6835445,NA,0
Q1737400,+1944-11-21T00:00:00Z,Q3130,NA,Q6814428,+1987-07-01T00:00:00Z,+2008-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q1742060,+1858-07-02T00:00:00Z,Q1944959,+1953-12-20T00:00:00Z,Q18220900,+1896-04-25T00:00:00Z,+1899-04-28T00:00:00Z,Q16891062,Q5083040,Q5720737,NA,1
Q1742060,+1858-07-02T00:00:00Z,Q1944959,+1953-12-20T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1903-12-16T00:00:00Z,Q5284572,NA,NA,NA,1
Q1742060,+1858-07-02T00:00:00Z,Q1944959,+1953-12-20T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1917-05-05T00:00:00Z,Q5284517,Q5079193,NA,NA,1
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1903-12-16T00:00:00Z,Q5284566,NA,NA,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1911-10-08T00:00:00Z,Q2973469,Q5234248,NA,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q56271854,+1897-00-00T00:00:00Z,+1899-00-00T00:00:00Z,NA,Q7793275,Q6248253,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q18220900,+1893-04-15T00:00:00Z,+1901-05-09T00:00:00Z,Q16903098,NA,NA,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q50840445,+1899-12-08T00:00:00Z,+1901-05-15T00:00:00Z,NA,NA,NA,NA,0
Q1811712,+1865-04-10T00:00:00Z,Q5112,+1911-10-08T00:00:00Z,Q50840894,+1899-12-08T00:00:00Z,+1901-05-15T00:00:00Z,NA,NA,NA,NA,0
Q1813692,+1970-09-20T00:00:00Z,Q151831,NA,Q6814428,+2007-06-19T00:00:00Z,NA,Q56649104,NA,Q5981115,NA,0
Q1813692,+1970-09-20T00:00:00Z,Q151831,NA,Q6865833,+2013-09-18T00:00:00Z,NA,NA,NA,Q456759,NA,0
Q1813692,+1970-09-20T00:00:00Z,Q151831,NA,Q7574624,+2016-02-18T00:00:00Z,+2016-07-19T00:00:00Z,NA,Q7437180,Q6740586,NA,0
Q1820470,+1913-02-25T00:00:00Z,Q84,+1986-09-07T00:00:00Z,Q18912794,+1956-12-08T00:00:00Z,+1974-04-11T00:00:00Z,Q2973891,Q4932363,Q5386678,NA,0
Q1820470,+1913-02-25T00:00:00Z,Q84,+1986-09-07T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q1826293,+1956-04-24T00:00:00Z,Q2028572,NA,Q6865833,+2007-12-03T00:00:00Z,+2010-09-03T00:00:00Z,NA,Q1236571,Q3339775,11,0
Q1826293,+1956-04-24T00:00:00Z,Q2028572,NA,Q18912794,+1993-03-13T00:00:00Z,+2010-07-19T00:00:00Z,Q1635847,Q4678672,Q5552769,NA,0
Q1826293,+1956-04-24T00:00:00Z,Q2028572,NA,Q1255921,+2015-00-00T00:00:00Z,NA,NA,NA,NA,NA,0
Q186010,+1970-06-06T00:00:00Z,Q3141,NA,Q6814428,+2011-07-01T00:00:00Z,NA,Q56649112,NA,NA,NA,0
Q1865883,+1867-04-22T00:00:00Z,Q478302,+1936-11-06T00:00:00Z,Q4818607,+1906-10-12T00:00:00Z,+1908-11-13T00:00:00Z,NA,Q152666,Q1673410,6,0
Q1865883,+1867-04-22T00:00:00Z,Q478302,+1936-11-06T00:00:00Z,Q18912794,+1901-09-14T00:00:00Z,+1929-10-12T00:00:00Z,Q5284516,Q4799755,Q8012014,NA,0
Q1865883,+1867-04-22T00:00:00Z,Q478302,+1936-11-06T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q1865883,+1867-04-22T00:00:00Z,Q478302,+1936-11-06T00:00:00Z,Q7574256,+1926-01-13T00:00:00Z,+1929-09-16T00:00:00Z,NA,Q7052568,Q8020091,6,0
Q1865883,+1867-04-22T00:00:00Z,Q478302,+1936-11-06T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1936-11-06T00:00:00Z,Q5284516,Q23369,Q4799755,NA,0
Q18719336,+1978-02-24T00:00:00Z,Q34932,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649111,NA,NA,NA,0
Q1872184,+1972-04-18T00:00:00Z,Q329503,NA,Q6814428,+2008-07-01T00:00:00Z,+2014-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q1872184,+1972-04-18T00:00:00Z,Q329503,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649104,NA,NA,NA,0
Q18907740,+1955-05-01T00:00:00Z,Q647356,NA,Q18534408,NA,NA,NA,NA,NA,NA,0
Q18907740,+1955-05-01T00:00:00Z,Q647356,NA,Q18912794,+1996-03-02T00:00:00Z,+2016-05-09T00:00:00Z,Q2973906,Q25756187,Q7181785,NA,0
Q1894845,+1926-05-15T00:00:00Z,Q10686,NA,Q6814428,+1971-07-01T00:00:00Z,+1987-06-05T00:00:00Z,Q56649112,NA,NA,NA,0
Q1894845,+1926-05-15T00:00:00Z,Q10686,NA,Q6865833,+1980-11-03T00:00:00Z,+1983-03-11T00:00:00Z,NA,Q1466753,Q5387380,NA,0
Q1894845,+1926-05-15T00:00:00Z,Q10686,NA,Q11796967,NA,NA,NA,NA,NA,NA,0
Q1894845,+1926-05-15T00:00:00Z,Q10686,NA,Q6865874,NA,NA,NA,NA,NA,NA,0
Q19518195,+1969-11-06T00:00:00Z,Q13496,NA,Q19185341,+2014-11-29T00:00:00Z,+2018-11-24T00:00:00Z,Q5330554,NA,NA,NA,0
Q19518195,+1969-11-06T00:00:00Z,Q13496,NA,Q18912794,+2019-05-18T00:00:00Z,NA,Q56040910,NA,NA,NA,0
Q20631311,+1967-03-29T00:00:00Z,Q87,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973507,NA,Q6702345,NA,0
Q2070305,+1897-10-05T00:00:00Z,Q3130,+1985-05-03T00:00:00Z,Q18912794,+1937-10-23T00:00:00Z,+1951-03-19T00:00:00Z,Q1074025,Q5480262,Q4785718,NA,0
Q2070305,+1897-10-05T00:00:00Z,Q3130,+1985-05-03T00:00:00Z,Q19926443,NA,NA,NA,NA,NA,NA,0
Q2070305,+1897-10-05T00:00:00Z,Q3130,+1985-05-03T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q2070305,+1897-10-05T00:00:00Z,Q3130,+1985-05-03T00:00:00Z,Q23892240,+1951-05-31T00:00:00Z,+1957-00-00T00:00:00Z,NA,Q5919090,Q7052568,NA,0
Q2074410,+1943-11-08T00:00:00Z,Q3141,+2005-12-03T00:00:00Z,Q6814428,+1983-03-05T00:00:00Z,+2005-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q4818607,NA,NA,NA,NA,NA,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q6865868,NA,NA,NA,NA,NA,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q6865883,NA,NA,NA,NA,NA,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q15119613,+1998-01-01T00:00:00Z,+2001-01-01T00:00:00Z,NA,Q12836,Q14511160,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q18912794,+1970-05-30T00:00:00Z,+1974-05-18T00:00:00Z,Q5284491,NA,Q6195069,NA,0
Q20886,+1926-06-25T00:00:00Z,Q706105,+2015-01-07T00:00:00Z,Q18912794,+1974-05-18T00:00:00Z,+1975-12-13T00:00:00Z,Q2973482,Q6238181,NA,NA,0
Q20983383,+1969-12-05T00:00:00Z,Q34932,NA,Q6814428,+2015-05-21T00:00:00Z,+2016-07-02T00:00:00Z,Q56649111,NA,Q4962278,NA,0
Q20983429,+1972-07-21T00:00:00Z,Q34932,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q1074900,NA,Q4894478,NA,0
Q21066082,+1982-09-30T00:00:00Z,Q1024728,NA,Q18912794,+2015-09-19T00:00:00Z,NA,Q2973485,NA,Q5293376,NA,0
Q21066567,+1984-03-26T00:00:00Z,Q163,NA,Q6814428,+2015-09-22T00:00:00Z,+2016-07-02T00:00:00Z,Q56649110,NA,Q7164452,NA,0
Q21066567,+1984-03-26T00:00:00Z,Q163,NA,Q56477698,+2014-00-00T00:00:00Z,+2015-00-00T00:00:00Z,NA,NA,NA,NA,0
Q21066567,+1984-03-26T00:00:00Z,Q163,NA,Q56477698,+2018-00-00T00:00:00Z,NA,NA,NA,NA,NA,0
Q2125232,+1961-11-04T00:00:00Z,Q3130,NA,Q6814428,+2005-07-01T00:00:00Z,NA,Q56649104,NA,NA,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q319145,+1949-12-19T00:00:00Z,+1966-01-26T00:00:00Z,NA,Q312722,Q23379,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q4818607,+1934-10-12T00:00:00Z,+1939-03-20T00:00:00Z,NA,Q152666,Q364253,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1966-02-17T00:00:00Z,Q2973706,Q374949,Q364253,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q5261060,+1932-05-01T00:00:00Z,+1934-07-01T00:00:00Z,NA,Q8001954,Q4710054,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q319145,+1939-04-26T00:00:00Z,+1941-08-29T00:00:00Z,NA,Q23369,Q370926,12,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q18534408,+1929-11-30T00:00:00Z,+1934-08-31T00:00:00Z,Q5355825,Q23091237,Q23023769,NA,0
Q214438,+1894-12-20T00:00:00Z,Q9384205,+1978-05-15T00:00:00Z,Q19185341,+1928-06-02T00:00:00Z,+1929-11-11T00:00:00Z,Q5329717,Q21537922,Q5544995,NA,0
Q21680762,+1968-10-15T00:00:00Z,Q3130,NA,Q18912794,+2015-12-05T00:00:00Z,NA,Q2973863,NA,NA,NA,0
Q2224379,+1981-12-23T00:00:00Z,Q3141,NA,Q6814428,+2008-07-01T00:00:00Z,NA,Q56649110,NA,NA,NA,0
Q2260949,+1970-01-10T00:00:00Z,Q212289,NA,Q6814428,+2008-07-01T00:00:00Z,+2017-07-14T00:00:00Z,Q56649104,Q33139188,NA,NA,0
Q2266155,+1917-09-30T00:00:00Z,Q478147,+2007-10-12T00:00:00Z,Q11796967,+1972-12-19T00:00:00Z,+1975-11-11T00:00:00Z,NA,Q1894845,Q23333,NA,0
Q2266155,+1917-09-30T00:00:00Z,Q478147,+2007-10-12T00:00:00Z,Q18912794,+1945-07-18T00:00:00Z,+1977-12-10T00:00:00Z,Q2973587,Q1466753,Q23375,NA,0
Q2281649,+1932-07-09T00:00:00Z,Q580,+2008-03-01T00:00:00Z,Q6814428,+1990-07-01T00:00:00Z,+1996-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q2284634,+1921-09-15T00:00:00Z,Q621540,+2010-04-18T00:00:00Z,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q2973650,Q6829967,Q6795058,NA,0
Q2284634,+1921-09-15T00:00:00Z,Q621540,+2010-04-18T00:00:00Z,Q41582608,+1964-10-15T00:00:00Z,+1966-03-10T00:00:00Z,Q987915,NA,NA,NA,0
Q2284634,+1921-09-15T00:00:00Z,Q621540,+2010-04-18T00:00:00Z,Q41582606,+1959-10-08T00:00:00Z,+1964-09-25T00:00:00Z,Q987915,NA,NA,NA,0
Q2284634,+1921-09-15T00:00:00Z,Q621540,+2010-04-18T00:00:00Z,Q41582604,+1955-05-26T00:00:00Z,+1959-09-18T00:00:00Z,Q987915,NA,NA,NA,0
Q23016290,+1987-11-21T00:00:00Z,Q3141,NA,Q6814428,+2016-03-09T00:00:00Z,NA,Q56649112,NA,Q6833958,NA,0
Q2313174,+1926-01-15T00:00:00Z,Q1543632,+2011-04-07T00:00:00Z,Q50390608,+1975-12-17T00:00:00Z,+1976-05-14T00:00:00Z,NA,NA,NA,NA,0
Q2313174,+1926-01-15T00:00:00Z,Q1543632,+2011-04-07T00:00:00Z,Q18912794,+1980-10-18T00:00:00Z,+1993-02-08T00:00:00Z,Q2973724,Q6770126,Q7183994,NA,0
Q2313174,+1926-01-15T00:00:00Z,Q1543632,+2011-04-07T00:00:00Z,Q19202748,+1965-11-06T00:00:00Z,+1980-08-29T00:00:00Z,Q5355834,Q7175195,Q16003859,NA,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q319145,+1972-12-05T00:00:00Z,+1975-11-11T00:00:00Z,NA,Q315979,Q356261,21,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q4818607,NA,NA,NA,NA,NA,NA,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q18912794,+1952-11-29T00:00:00Z,+1978-07-31T00:00:00Z,Q2973901,Q1700698,Q5927438,NA,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q6865898,+1972-12-05T00:00:00Z,+1973-11-06T00:00:00Z,NA,Q1239579,Q1563218,NA,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q23333,+1916-07-11T00:00:00Z,Q24090126,+2014-10-21T00:00:00Z,Q121998,NA,NA,NA,NA,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q319145,+1901-01-01T00:00:00Z,+1903-09-24T00:00:00Z,NA,Q313805,NA,1,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q2660943,+1901-01-01T00:00:00Z,+1903-09-24T00:00:00Z,NA,Q313805,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q18810377,+1887-03-08T00:00:00Z,+1891-06-12T00:00:00Z,NA,NA,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q19202748,+1898-11-23T00:00:00Z,+1900-03-01T00:00:00Z,Q5355498,Q5480530,Q5480530,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q7574300,+1883-01-03T00:00:00Z,+1887-01-31T00:00:00Z,NA,Q6135935,Q5546254,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1903-09-30T00:00:00Z,Q1074124,Q5487958,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q28841847,+1901-00-00T00:00:00Z,NA,NA,NA,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q18810377,+1897-05-12T00:00:00Z,+1898-07-18T00:00:00Z,NA,NA,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q19202748,+1879-08-26T00:00:00Z,+1880-11-09T00:00:00Z,Q5356052,NA,Q7926460,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q19202748,+1880-11-22T00:00:00Z,+1882-11-23T00:00:00Z,Q5356091,Q20810879,Q21068881,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q19202748,+1882-11-30T00:00:00Z,+1894-06-25T00:00:00Z,Q5355359,NA,NA,NA,0
Q23342,+1849-01-18T00:00:00Z,Q2296779,+1920-01-07T00:00:00Z,Q42403763,+1903-10-05T00:00:00Z,+1920-01-07T00:00:00Z,NA,Q5686389,NA,NA,0
Q23347,+1867-04-09T00:00:00Z,Q33986,+1941-11-18T00:00:00Z,Q319145,+1904-04-27T00:00:00Z,+1904-08-18T00:00:00Z,NA,Q23352,Q313805,3,0
Q23347,+1867-04-09T00:00:00Z,Q33986,+1941-11-18T00:00:00Z,Q18912794,+1906-11-08T00:00:00Z,+1910-02-19T00:00:00Z,Q5284568,Q5345057,Q5538899,NA,0
Q23347,+1867-04-09T00:00:00Z,Q33986,+1941-11-18T00:00:00Z,Q19202748,+1894-07-17T00:00:00Z,+1901-06-11T00:00:00Z,Q5356178,Q18163402,Q6235123,NA,0
Q23347,+1867-04-09T00:00:00Z,Q33986,+1941-11-18T00:00:00Z,Q2390270,+1904-04-27T00:00:00Z,+1904-08-17T00:00:00Z,NA,Q5545367,Q5545367,NA,0
Q23347,+1867-04-09T00:00:00Z,Q33986,+1941-11-18T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1906-11-08T00:00:00Z,Q427232,NA,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q319145,+1904-08-18T00:00:00Z,+1905-07-05T00:00:00Z,NA,Q313805,Q23347,4,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q13527950,+1894-08-03T00:00:00Z,+1899-09-13T00:00:00Z,NA,Q1158950,Q3101527,12,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1903-08-18T00:00:00Z,Q5284521,NA,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q19202748,+1880-11-17T00:00:00Z,+1894-06-25T00:00:00Z,Q5355359,NA,Q20810952,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q2660943,NA,NA,NA,Q313805,Q152666,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q19202748,+1894-07-17T00:00:00Z,+1901-06-11T00:00:00Z,Q5356009,Q16059300,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q19202748,+1880-12-14T00:00:00Z,+1884-08-03T00:00:00Z,Q5355359,Q20810565,Q6228730,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q19202748,+1894-08-03T00:00:00Z,+1901-03-30T00:00:00Z,Q5356009,Q16059300,Q5356009,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q1533366,NA,NA,NA,NA,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q41582581,+1916-01-11T00:00:00Z,+1918-09-12T00:00:00Z,Q7989218,NA,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q121998,NA,NA,NA,NA,NA,NA,0
Q23352,+1845-02-25T00:00:00Z,Q2240072,+1918-09-12T00:00:00Z,Q18912794,+1903-09-04T00:00:00Z,+1909-12-24T00:00:00Z,Q5284521,Q16029985,NA,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q319145,+1923-02-09T00:00:00Z,+1929-10-22T00:00:00Z,NA,Q23362,Q152666,8,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q18912794,+1918-05-11T00:00:00Z,+1929-10-12T00:00:00Z,Q2973570,Q16005818,Q8013093,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q2390270,+1921-12-21T00:00:00Z,+1923-02-08T00:00:00Z,NA,Q370926,Q356230,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q28841847,NA,NA,NA,NA,NA,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1933-10-06T00:00:00Z,Q2973570,Q6133743,Q16005818,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q121998,NA,NA,NA,NA,NA,NA,0
Q23358,+1883-04-15T00:00:00Z,Q3141,+1967-08-25T00:00:00Z,Q18952564,NA,NA,NA,NA,NA,NA,0
Q23362,+1876-09-18T00:00:00Z,Q3379736,+1953-01-28T00:00:00Z,Q319145,+1929-10-22T00:00:00Z,+1932-01-06T00:00:00Z,NA,Q370966,Q23358,9,0
Q23362,+1876-09-18T00:00:00Z,Q3379736,+1953-01-28T00:00:00Z,Q18912794,+1922-02-18T00:00:00Z,+1949-10-31T00:00:00Z,Q2973913,Q7597728,Q374416,NA,0
Q23362,+1876-09-18T00:00:00Z,Q3379736,+1953-01-28T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q23362,+1876-09-18T00:00:00Z,Q3379736,+1953-01-28T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1913-05-31T00:00:00Z,Q2973505,Q5093647,Q5597727,NA,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q319145,+1941-08-29T00:00:00Z,+1941-10-07T00:00:00Z,NA,Q23375,Q214438,13,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q18526194,+1932-06-11T00:00:00Z,+1935-05-11T00:00:00Z,Q5355559,NA,Q5718734,NA,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q18912794,+1936-11-06T00:00:00Z,+1949-12-10T00:00:00Z,Q5284516,Q7308886,Q1865883,NA,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q2390270,+1949-12-19T00:00:00Z,+1958-12-09T00:00:00Z,NA,Q312722,Q23379,NA,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q6865888,+1940-08-14T00:00:00Z,+1940-10-28T00:00:00Z,NA,Q23386,Q6133743,NA,0
Q23369,+1894-04-13T00:00:00Z,Q976153,+1973-04-21T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1958-10-14T00:00:00Z,Q1074030,Q5075430,NA,NA,0
Q23375,+1885-01-08T00:00:00Z,Q992412,+1945-07-05T00:00:00Z,Q319145,+1941-10-07T00:00:00Z,+1945-07-05T00:00:00Z,NA,Q459146,Q23369,14,0
Q23375,+1885-01-08T00:00:00Z,Q992412,+1945-07-05T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1945-07-05T00:00:00Z,Q2973587,Q2266155,Q15452951,NA,0
